race_id,race_title,horse_name,odds,pred_prob,expected_value,actual_pos,hit,pnl
202401010101,2歳未勝利｜2024年7月20日 | 競馬データベース - netkeiba,ロードヴァルカン,21.3,0.0679,1.446,5,False,-1.0
202401010105,2歳新馬｜2024年7月20日 | 競馬データベース - netkeiba,イフウドウドウ,5.3,0.2481,1.315,9,False,-1.0
202401010108,3歳以上1勝クラス｜2024年7月20日 | 競馬データベース - netkeiba,アイスリンディ,17.7,0.0773,1.368,9,False,-1.0
202401010111,TVh賞｜2024年7月20日 | 競馬データベース - netkeiba,エイシンフェンサー,4.5,0.2979,1.341,1,True,3.5
202401010201,2歳未勝利｜2024年7月21日 | 競馬データベース - netkeiba,トゥインクルアップ,19.6,0.0768,1.505,4,False,-1.0
202401010203,3歳未勝利｜2024年7月21日 | 競馬データベース - netkeiba,ミニマルデザイン,15.8,0.0871,1.376,11,False,-1.0
202401010204,3歳未勝利｜2024年7月21日 | 競馬データベース - netkeiba,アドアプローズ,47.4,0.0281,1.332,6,False,-1.0
202401010205,2歳新馬｜2024年7月21日 | 競馬データベース - netkeiba,キングスコール,5.7,0.2587,1.475,1,True,4.7
202401010209,HBC賞｜2024年7月21日 | 競馬データベース - netkeiba,ミズノコキュウ,22.0,0.0827,1.819,4,False,-1.0
202401010210,大倉山特別｜2024年7月21日 | 競馬データベース - netkeiba,ゴールデンマイク,41.0,0.0381,1.562,8,False,-1.0
202401010301,2歳未勝利｜2024年7月27日 | 競馬データベース - netkeiba,ガンバルマン,12.6,0.1433,1.806,6,False,-1.0
202401010303,3歳未勝利｜2024年7月27日 | 競馬データベース - netkeiba,ヘザルフェン,5.4,0.303,1.636,2,False,-1.0
202401010305,2歳新馬｜2024年7月27日 | 競馬データベース - netkeiba,アルハイルフォート,16.5,0.079,1.304,7,False,-1.0
202401010308,3歳以上1勝クラス｜2024年7月27日 | 競馬データベース - netkeiba,リュクスドレフォン,8.4,0.1631,1.37,3,False,-1.0
202401010309,積丹特別｜2024年7月27日 | 競馬データベース - netkeiba,アスクナサニエル,44.9,0.0461,2.07,8,False,-1.0
202401010310,摩周湖特別｜2024年7月27日 | 競馬データベース - netkeiba,メタルスピード,7.7,0.1936,1.491,2,False,-1.0
202401010312,3歳以上2勝クラス｜2024年7月27日 | 競馬データベース - netkeiba,スコーピオン,10.2,0.1345,1.372,3,False,-1.0
202401010402,3歳未勝利｜2024年7月28日 | 競馬データベース - netkeiba,テイエムタリスマ,4.0,0.3291,1.316,1,True,3.0
202401010403,3歳未勝利｜2024年7月28日 | 競馬データベース - netkeiba,メネラオス,29.5,0.0474,1.398,9,False,-1.0
202401010407,3歳以上1勝クラス｜2024年7月28日 | 競馬データベース - netkeiba,エリカエスティーム,4.8,0.2785,1.337,9,False,-1.0
202401010408,3歳以上1勝クラス｜2024年7月28日 | 競馬データベース - netkeiba,ロードトレイル,5.5,0.2505,1.378,1,True,4.5
202401010409,阿寒湖特別｜2024年7月28日 | 競馬データベース - netkeiba,マイネルメサイア,48.4,0.0326,1.578,10,False,-1.0
202401010502,3歳未勝利｜2024年8月3日 | 競馬データベース - netkeiba,ハテナビト,32.0,0.0435,1.392,10,False,-1.0
202401010503,3歳未勝利｜2024年8月3日 | 競馬データベース - netkeiba,アークレアル,27.5,0.0543,1.493,5,False,-1.0
202401010505,2歳新馬｜2024年8月3日 | 競馬データベース - netkeiba,マサノイロハ,44.0,0.0312,1.373,7,False,-1.0
202401010506,3歳未勝利｜2024年8月3日 | 競馬データベース - netkeiba,レイピカケ,5.9,0.2293,1.353,3,False,-1.0
202401010507,3歳以上1勝クラス｜2024年8月3日 | 競馬データベース - netkeiba,シンゼンシャイン,21.3,0.0803,1.71,3,False,-1.0
202401010509,旭川特別｜2024年8月3日 | 競馬データベース - netkeiba,ブルーミンデザイン,6.2,0.221,1.37,1,True,5.2
202401010511,札幌日経オープン｜2024年8月3日 | 競馬データベース - netkeiba,ディナースタ,3.9,0.3399,1.326,10,False,-1.0
202401010512,3歳以上1勝クラス｜2024年8月3日 | 競馬データベース - netkeiba,クォーツァイト,10.7,0.1607,1.719,1,True,9.7
202401010601,2歳未勝利｜2024年8月4日 | 競馬データベース - netkeiba,ケイアイブイスリー,18.3,0.1126,2.061,6,False,-1.0
202401010605,2歳新馬｜2024年8月4日 | 競馬データベース - netkeiba,レイラインシチー,20.4,0.1057,2.156,3,False,-1.0
202401010608,3歳以上1勝クラス｜2024年8月4日 | 競馬データベース - netkeiba,マイネルヒッツェ,68.6,0.0203,1.393,8,False,-1.0
202401010609,HTB賞｜2024年8月4日 | 競馬データベース - netkeiba,エリダヌス,4.6,0.308,1.417,1,True,3.6
202401010610,札幌スポニチ賞｜2024年8月4日 | 競馬データベース - netkeiba,ゴルトリッチ,4.7,0.3188,1.498,9,False,-1.0
202401020101,2歳未勝利｜2024年8月10日 | 競馬データベース - netkeiba,メイショウアゴナス,10.2,0.1296,1.322,6,False,-1.0
202401020102,3歳未勝利｜2024年8月10日 | 競馬データベース - netkeiba,セージグリーン,8.3,0.1578,1.31,1,True,7.3
202401020105,2歳新馬｜2024年8月10日 | 競馬データベース - netkeiba,ブライアーヒル,51.6,0.033,1.703,6,False,-1.0
